Gene,Non-unique Gene name,Annotation,Bvulgatus_003,Bvulgatus_002,Bvulgatus_001,Bvulgatus_007,Bvulgatus_005,Bvulgatus_004,Bvulgatus_008,Bvulgatus_006,Bvulgatus_009,Bvulgatus_010,Bvulgatus_011,Bvulgatus_012,Bvulgatus_013,Bvulgatus_015,Bvulgatus_014,Bvulgatus_016
group_2738,,D-ribitol-5-phosphate phosphatase,HEIJGMMO_02765,GPOEIMLL_03512,IJAHANFD_03247,DILGGDIB_02642,PACOMJFE_00015,DLCGALLP_00351,BFLOPMGA_01618,FDBKJOBC_03536,NKLAJGJN_03385,FONGECLK_02840,KCGFLPLG_02475,OLJLFCEF_03506,AABBIEKD_03458,KHFKBGOE_03925,MIHLPIAK_00015,FIKBGKBO_01451
group_2737,,hypothetical protein,HEIJGMMO_02209,GPOEIMLL_02815,IJAHANFD_02822,DILGGDIB_00344,PACOMJFE_02605,DLCGALLP_02312,BFLOPMGA_02507,FDBKJOBC_02927,NKLAJGJN_02557,FONGECLK_02499,KCGFLPLG_02630,OLJLFCEF_03133,AABBIEKD_03337,KHFKBGOE_02763,MIHLPIAK_02689,FIKBGKBO_02489
lysO_1,lysO_1,Lysine exporter LysO,HEIJGMMO_00631,GPOEIMLL_02703,IJAHANFD_01232,DILGGDIB_03081,PACOMJFE_02428,DLCGALLP_00280,BFLOPMGA_01702,FDBKJOBC_02126,NKLAJGJN_03288,FONGECLK_03072,KCGFLPLG_03396,OLJLFCEF_01426,AABBIEKD_02784,KHFKBGOE_00484,MIHLPIAK_02512,FIKBGKBO_01538
group_2725,,hypothetical protein,HEIJGMMO_03295,GPOEIMLL_03365,IJAHANFD_01459,DILGGDIB_03453,PACOMJFE_03479,DLCGALLP_02824,BFLOPMGA_02647,FDBKJOBC_03936,NKLAJGJN_03862,FONGECLK_02450,KCGFLPLG_03858,OLJLFCEF_03909,AABBIEKD_03049,KHFKBGOE_03914,MIHLPIAK_03329,FIKBGKBO_03336
group_2723,,hypothetical protein,HEIJGMMO_02566,GPOEIMLL_03077,IJAHANFD_03102,DILGGDIB_02397,PACOMJFE_04204,DLCGALLP_02961,BFLOPMGA_03506,FDBKJOBC_03258,NKLAJGJN_02966,FONGECLK_00999,KCGFLPLG_03039,OLJLFCEF_02894,AABBIEKD_04188,KHFKBGOE_03433,MIHLPIAK_04209,FIKBGKBO_02603
group_2722,,hypothetical protein,HEIJGMMO_01152,GPOEIMLL_00440,IJAHANFD_01842,DILGGDIB_01828,PACOMJFE_00175,DLCGALLP_01488,BFLOPMGA_02096,FDBKJOBC_01788,NKLAJGJN_02100,FONGECLK_00077,KCGFLPLG_02091,OLJLFCEF_00220,AABBIEKD_01589,KHFKBGOE_00116,MIHLPIAK_00174,FIKBGKBO_00381
fchA,fchA,Methenyltetrahydrofolate cyclohydrolase,HEIJGMMO_00973,GPOEIMLL_02183,IJAHANFD_01823,DILGGDIB_00746,PACOMJFE_00436,DLCGALLP_02101,BFLOPMGA_01858,FDBKJOBC_01345,NKLAJGJN_00657,FONGECLK_00378,KCGFLPLG_00657,OLJLFCEF_03951,AABBIEKD_00119,KHFKBGOE_04058,MIHLPIAK_00432,FIKBGKBO_00710
group_2714,,hypothetical protein,HEIJGMMO_02527,GPOEIMLL_03038,IJAHANFD_03063,DILGGDIB_02437,PACOMJFE_03094,DLCGALLP_02922,BFLOPMGA_03448,FDBKJOBC_03297,NKLAJGJN_02927,FONGECLK_00960,KCGFLPLG_03000,OLJLFCEF_02933,AABBIEKD_03286,KHFKBGOE_03473,MIHLPIAK_03173,FIKBGKBO_02643
thiE_1,thiE_1,Thiamine-phosphate synthase,HEIJGMMO_02469,GPOEIMLL_03195,IJAHANFD_03714,DILGGDIB_03226,PACOMJFE_03361,DLCGALLP_03449,BFLOPMGA_00048,FDBKJOBC_00312,NKLAJGJN_03224,FONGECLK_03179,KCGFLPLG_03333,OLJLFCEF_03418,AABBIEKD_02684,KHFKBGOE_03678,MIHLPIAK_04060,FIKBGKBO_04004
group_2713,,hypothetical protein,HEIJGMMO_02172,GPOEIMLL_02858,IJAHANFD_03973,DILGGDIB_00384,PACOMJFE_00045,DLCGALLP_02190,BFLOPMGA_02546,FDBKJOBC_02965,NKLAJGJN_01480,FONGECLK_02461,KCGFLPLG_01326,OLJLFCEF_03175,AABBIEKD_03995,KHFKBGOE_02804,MIHLPIAK_00044,FIKBGKBO_02451
group_2712,,hypothetical protein,HEIJGMMO_01207,GPOEIMLL_00472,IJAHANFD_01897,DILGGDIB_00493,PACOMJFE_00144,DLCGALLP_01432,BFLOPMGA_02038,FDBKJOBC_01843,NKLAJGJN_03496,FONGECLK_01112,KCGFLPLG_03488,OLJLFCEF_00252,AABBIEKD_01558,KHFKBGOE_00086,MIHLPIAK_00143,FIKBGKBO_00322
group_2711,,hypothetical protein,HEIJGMMO_01097,GPOEIMLL_01834,IJAHANFD_02564,DILGGDIB_02017,PACOMJFE_00631,DLCGALLP_00705,BFLOPMGA_02376,FDBKJOBC_01733,NKLAJGJN_01257,FONGECLK_02055,KCGFLPLG_01100,OLJLFCEF_02473,AABBIEKD_00651,KHFKBGOE_03557,MIHLPIAK_00698,FIKBGKBO_01787
rnhA,rnhA,Ribonuclease H,HEIJGMMO_00522,GPOEIMLL_02746,IJAHANFD_00104,DILGGDIB_00985,PACOMJFE_01712,DLCGALLP_00928,BFLOPMGA_00413,FDBKJOBC_01280,NKLAJGJN_02722,FONGECLK_03493,KCGFLPLG_02795,OLJLFCEF_00456,AABBIEKD_01775,KHFKBGOE_02896,MIHLPIAK_04095,FIKBGKBO_01315
rplD,rplD,50S ribosomal protein L4,HEIJGMMO_00309,GPOEIMLL_01103,IJAHANFD_00364,DILGGDIB_00060,PACOMJFE_01090,DLCGALLP_02667,BFLOPMGA_01534,FDBKJOBC_00757,NKLAJGJN_00444,FONGECLK_00520,KCGFLPLG_00388,OLJLFCEF_01266,AABBIEKD_00410,KHFKBGOE_02518,MIHLPIAK_01285,FIKBGKBO_00104
dtd3_2,dtd3_2,D-aminoacyl-tRNA deacylase,HEIJGMMO_02361,GPOEIMLL_01345,IJAHANFD_03816,DILGGDIB_02144,PACOMJFE_02904,DLCGALLP_01919,BFLOPMGA_00309,FDBKJOBC_04086,NKLAJGJN_01959,FONGECLK_02738,KCGFLPLG_01951,OLJLFCEF_03113,AABBIEKD_03118,KHFKBGOE_01065,MIHLPIAK_02986,FIKBGKBO_01762
fbiB,fbiB,Bifunctional F420 biosynthesis protein FbiB,HEIJGMMO_01348,GPOEIMLL_00630,IJAHANFD_00881,DILGGDIB_02204,PACOMJFE_01884,DLCGALLP_01691,BFLOPMGA_00737,FDBKJOBC_00537,NKLAJGJN_02286,FONGECLK_01584,KCGFLPLG_02223,OLJLFCEF_00689,AABBIEKD_02180,KHFKBGOE_00366,MIHLPIAK_01009,FIKBGKBO_00883
cmk_2,cmk_2,Cytidylate kinase,HEIJGMMO_00909,GPOEIMLL_02119,IJAHANFD_01744,DILGGDIB_00807,PACOMJFE_00511,DLCGALLP_03668,BFLOPMGA_03187,FDBKJOBC_01425,NKLAJGJN_00593,FONGECLK_00445,KCGFLPLG_00593,OLJLFCEF_02851,AABBIEKD_00052,KHFKBGOE_02014,MIHLPIAK_00507,FIKBGKBO_00777
rsmG,rsmG,Ribosomal RNA small subunit methyltransferase G,HEIJGMMO_00720,GPOEIMLL_02731,IJAHANFD_01204,DILGGDIB_03053,PACOMJFE_02400,DLCGALLP_00249,BFLOPMGA_03249,FDBKJOBC_02154,NKLAJGJN_04090,FONGECLK_03634,KCGFLPLG_04073,OLJLFCEF_01455,AABBIEKD_01238,KHFKBGOE_00577,MIHLPIAK_02484,FIKBGKBO_04090
cat3,cat3,Chloramphenicol acetyltransferase 3,HEIJGMMO_02879,GPOEIMLL_02242,IJAHANFD_03377,DILGGDIB_01457,PACOMJFE_03222,DLCGALLP_03122,BFLOPMGA_03599,FDBKJOBC_02337,NKLAJGJN_01807,FONGECLK_03392,KCGFLPLG_01799,OLJLFCEF_00813,AABBIEKD_00931,KHFKBGOE_03858,MIHLPIAK_03234,FIKBGKBO_03910
group_2686,,hypothetical protein,HEIJGMMO_02535,GPOEIMLL_03046,IJAHANFD_03071,DILGGDIB_02429,PACOMJFE_03086,DLCGALLP_02930,BFLOPMGA_03456,FDBKJOBC_03289,NKLAJGJN_02935,FONGECLK_00968,KCGFLPLG_03008,OLJLFCEF_02925,AABBIEKD_03278,KHFKBGOE_03465,MIHLPIAK_03181,FIKBGKBO_02635
group_2685,,hypothetical protein,HEIJGMMO_02273,GPOEIMLL_02543,IJAHANFD_01641,DILGGDIB_02975,PACOMJFE_02694,DLCGALLP_02013,BFLOPMGA_01141,FDBKJOBC_01141,NKLAJGJN_02646,FONGECLK_01975,KCGFLPLG_02682,OLJLFCEF_01988,AABBIEKD_03656,KHFKBGOE_01807,MIHLPIAK_02778,FIKBGKBO_02813
nqrD,nqrD,Na(+)-translocating NADH-quinone reductase subunit D,HEIJGMMO_03633,GPOEIMLL_02216,IJAHANFD_03334,DILGGDIB_01482,PACOMJFE_03198,DLCGALLP_03096,BFLOPMGA_03623,FDBKJOBC_04224,NKLAJGJN_01782,FONGECLK_03739,KCGFLPLG_01774,OLJLFCEF_03983,AABBIEKD_00907,KHFKBGOE_04132,MIHLPIAK_03210,FIKBGKBO_02428
group_2674,,hypothetical protein,HEIJGMMO_02353,GPOEIMLL_01353,IJAHANFD_03808,DILGGDIB_02152,PACOMJFE_02912,DLCGALLP_01927,BFLOPMGA_00317,FDBKJOBC_04078,NKLAJGJN_01967,FONGECLK_02746,KCGFLPLG_01959,OLJLFCEF_03105,AABBIEKD_03110,KHFKBGOE_01057,MIHLPIAK_02994,FIKBGKBO_01770
group_2673,,hypothetical protein,HEIJGMMO_01206,GPOEIMLL_00471,IJAHANFD_01896,DILGGDIB_00494,PACOMJFE_00145,DLCGALLP_01433,BFLOPMGA_02039,FDBKJOBC_01842,NKLAJGJN_03497,FONGECLK_01111,KCGFLPLG_03489,OLJLFCEF_00251,AABBIEKD_01559,KHFKBGOE_00087,MIHLPIAK_00144,FIKBGKBO_00323
gloC,gloC,Hydroxyacylglutathione hydrolase GloC,HEIJGMMO_00721,GPOEIMLL_02732,IJAHANFD_01203,DILGGDIB_03052,PACOMJFE_02399,DLCGALLP_00248,BFLOPMGA_03250,FDBKJOBC_02155,NKLAJGJN_04091,FONGECLK_03633,KCGFLPLG_04072,OLJLFCEF_01456,AABBIEKD_01237,KHFKBGOE_00578,MIHLPIAK_02483,FIKBGKBO_04089
lspA,lspA,Lipoprotein signal peptidase,HEIJGMMO_00619,GPOEIMLL_02688,IJAHANFD_01244,DILGGDIB_03093,PACOMJFE_03945,DLCGALLP_00293,BFLOPMGA_01690,FDBKJOBC_02114,NKLAJGJN_03300,FONGECLK_03264,KCGFLPLG_03408,OLJLFCEF_01411,AABBIEKD_02767,KHFKBGOE_00472,MIHLPIAK_03812,FIKBGKBO_01523
trmR,trmR,tRNA 5-hydroxyuridine methyltransferase,HEIJGMMO_00392,GPOEIMLL_01959,IJAHANFD_00280,DILGGDIB_03565,PACOMJFE_01423,DLCGALLP_00789,BFLOPMGA_01443,FDBKJOBC_00842,NKLAJGJN_00362,FONGECLK_00228,KCGFLPLG_00470,OLJLFCEF_00320,AABBIEKD_01521,KHFKBGOE_01282,MIHLPIAK_01619,FIKBGKBO_03373
pyrE,pyrE,Orotate phosphoribosyltransferase,HEIJGMMO_00378,GPOEIMLL_01945,IJAHANFD_00294,DILGGDIB_03551,PACOMJFE_01409,DLCGALLP_00775,BFLOPMGA_01457,FDBKJOBC_00828,NKLAJGJN_00376,FONGECLK_00242,KCGFLPLG_00456,OLJLFCEF_00306,AABBIEKD_01535,KHFKBGOE_01296,MIHLPIAK_01605,FIKBGKBO_03359
group_2666,,hypothetical protein,HEIJGMMO_03644,GPOEIMLL_02627,IJAHANFD_02355,DILGGDIB_03113,PACOMJFE_02295,DLCGALLP_03615,BFLOPMGA_03758,FDBKJOBC_03099,NKLAJGJN_03872,FONGECLK_02621,KCGFLPLG_03885,OLJLFCEF_00962,AABBIEKD_03853,KHFKBGOE_03794,MIHLPIAK_02374,FIKBGKBO_03004
group_2665,,hypothetical protein,HEIJGMMO_03098,GPOEIMLL_00401,IJAHANFD_03501,DILGGDIB_01867,PACOMJFE_00214,DLCGALLP_01527,BFLOPMGA_02139,FDBKJOBC_03628,NKLAJGJN_02061,FONGECLK_00038,KCGFLPLG_02052,OLJLFCEF_00181,AABBIEKD_01629,KHFKBGOE_00155,MIHLPIAK_00213,FIKBGKBO_00420
group_2664,,hypothetical protein,HEIJGMMO_01839,GPOEIMLL_03578,IJAHANFD_02446,DILGGDIB_02030,PACOMJFE_03933,DLCGALLP_01159,BFLOPMGA_02369,FDBKJOBC_02883,NKLAJGJN_03802,FONGECLK_03514,KCGFLPLG_03799,OLJLFCEF_02308,AABBIEKD_03613,KHFKBGOE_01891,MIHLPIAK_03800,FIKBGKBO_02294
group_2659,,hypothetical protein,HEIJGMMO_03573,GPOEIMLL_02644,IJAHANFD_03946,DILGGDIB_03748,PACOMJFE_02278,DLCGALLP_04251,BFLOPMGA_04287,FDBKJOBC_04212,NKLAJGJN_03889,FONGECLK_02638,KCGFLPLG_03868,OLJLFCEF_00979,AABBIEKD_03870,KHFKBGOE_03811,MIHLPIAK_02391,FIKBGKBO_03023
liaR,liaR,Transcriptional regulatory protein LiaR,HEIJGMMO_03083,GPOEIMLL_00822,IJAHANFD_00406,DILGGDIB_02714,PACOMJFE_00376,DLCGALLP_01375,BFLOPMGA_01786,FDBKJOBC_03370,NKLAJGJN_02832,FONGECLK_00317,KCGFLPLG_02938,OLJLFCEF_03284,AABBIEKD_00178,KHFKBGOE_02625,MIHLPIAK_00372,FIKBGKBO_03160
macB_2,macB_2,Macrolide export ATP-binding/permease protein MacB,HEIJGMMO_02298,GPOEIMLL_02518,IJAHANFD_01666,DILGGDIB_02949,PACOMJFE_02669,DLCGALLP_01985,BFLOPMGA_01167,FDBKJOBC_01115,NKLAJGJN_02621,FONGECLK_01950,KCGFLPLG_02707,OLJLFCEF_01962,AABBIEKD_03631,KHFKBGOE_01781,MIHLPIAK_02753,FIKBGKBO_02788
group_2657,,hypothetical protein,HEIJGMMO_01376,GPOEIMLL_00658,IJAHANFD_00909,DILGGDIB_02176,PACOMJFE_01856,DLCGALLP_01664,BFLOPMGA_00704,FDBKJOBC_00565,NKLAJGJN_03562,FONGECLK_01556,KCGFLPLG_03622,OLJLFCEF_00661,AABBIEKD_02152,KHFKBGOE_00338,MIHLPIAK_01037,FIKBGKBO_00911
group_2647,,hypothetical protein,HEIJGMMO_03578,GPOEIMLL_01731,IJAHANFD_03898,DILGGDIB_03494,PACOMJFE_02185,DLCGALLP_00415,BFLOPMGA_04011,FDBKJOBC_04148,NKLAJGJN_03682,FONGECLK_01458,KCGFLPLG_03676,OLJLFCEF_01670,AABBIEKD_02334,KHFKBGOE_00644,MIHLPIAK_02247,FIKBGKBO_01649
rex,rex,Redox-sensing transcriptional repressor Rex,HEIJGMMO_02516,GPOEIMLL_03027,IJAHANFD_03052,DILGGDIB_02448,PACOMJFE_03105,DLCGALLP_02911,BFLOPMGA_03437,FDBKJOBC_03308,NKLAJGJN_02916,FONGECLK_00949,KCGFLPLG_02989,OLJLFCEF_02944,AABBIEKD_03297,KHFKBGOE_03484,MIHLPIAK_03162,FIKBGKBO_02654
group_2640,,hypothetical protein,HEIJGMMO_01936,GPOEIMLL_01697,IJAHANFD_01307,DILGGDIB_03527,PACOMJFE_02219,DLCGALLP_00462,BFLOPMGA_02868,FDBKJOBC_01610,NKLAJGJN_02444,FONGECLK_01492,KCGFLPLG_02392,OLJLFCEF_01704,AABBIEKD_02300,KHFKBGOE_00691,MIHLPIAK_02281,FIKBGKBO_01611
group_2639,,hypothetical protein,HEIJGMMO_01835,GPOEIMLL_03582,IJAHANFD_02442,DILGGDIB_02026,PACOMJFE_03937,DLCGALLP_01163,BFLOPMGA_02373,FDBKJOBC_02887,NKLAJGJN_03798,FONGECLK_03510,KCGFLPLG_03795,OLJLFCEF_02312,AABBIEKD_03617,KHFKBGOE_01887,MIHLPIAK_03804,FIKBGKBO_02290
aat,aat,Leucyl/phenylalanyl-tRNA--protein transferase,HEIJGMMO_02620,GPOEIMLL_01173,IJAHANFD_02370,DILGGDIB_00246,PACOMJFE_01021,DLCGALLP_00162,BFLOPMGA_03920,FDBKJOBC_02014,NKLAJGJN_01406,FONGECLK_00610,KCGFLPLG_01539,OLJLFCEF_01131,AABBIEKD_00340,KHFKBGOE_02878,MIHLPIAK_01216,FIKBGKBO_00184
rpe,rpe,Ribulose-phosphate 3-epimerase,HEIJGMMO_01634,GPOEIMLL_00193,IJAHANFD_02203,DILGGDIB_01575,PACOMJFE_01392,DLCGALLP_00967,BFLOPMGA_00765,FDBKJOBC_02727,NKLAJGJN_02133,FONGECLK_03432,KCGFLPLG_02193,OLJLFCEF_03790,AABBIEKD_00442,KHFKBGOE_02194,MIHLPIAK_01588,FIKBGKBO_01899
group_2632,,putative protein,HEIJGMMO_01509,GPOEIMLL_02375,IJAHANFD_02017,DILGGDIB_02833,PACOMJFE_01152,DLCGALLP_02763,BFLOPMGA_03698,FDBKJOBC_02544,NKLAJGJN_00162,FONGECLK_00776,KCGFLPLG_00162,OLJLFCEF_02109,AABBIEKD_02504,KHFKBGOE_01715,MIHLPIAK_01347,FIKBGKBO_01250
gph_1,gph_1,Phosphoglycolate phosphatase,HEIJGMMO_00130,GPOEIMLL_00897,IJAHANFD_00483,DILGGDIB_02334,PACOMJFE_03309,DLCGALLP_03885,BFLOPMGA_00113,FDBKJOBC_00249,NKLAJGJN_01039,FONGECLK_00894,KCGFLPLG_01186,OLJLFCEF_01013,AABBIEKD_03388,KHFKBGOE_02682,MIHLPIAK_02429,FIKBGKBO_02538
tal,tal,Transaldolase,HEIJGMMO_03021,GPOEIMLL_02319,IJAHANFD_02906,DILGGDIB_01382,PACOMJFE_01663,DLCGALLP_04014,BFLOPMGA_02711,FDBKJOBC_02481,NKLAJGJN_01881,FONGECLK_03352,KCGFLPLG_01873,OLJLFCEF_00890,AABBIEKD_01000,KHFKBGOE_03739,MIHLPIAK_01859,FIKBGKBO_03247
group_2621,,hypothetical protein,HEIJGMMO_02972,GPOEIMLL_01611,IJAHANFD_01395,DILGGDIB_03407,PACOMJFE_03542,DLCGALLP_00550,BFLOPMGA_02597,FDBKJOBC_01522,NKLAJGJN_03627,FONGECLK_03116,KCGFLPLG_03652,OLJLFCEF_03547,AABBIEKD_03536,KHFKBGOE_00776,MIHLPIAK_03448,FIKBGKBO_03426
cat,cat,Chloramphenicol acetyltransferase,HEIJGMMO_02374,GPOEIMLL_01332,IJAHANFD_03446,DILGGDIB_02131,PACOMJFE_02891,DLCGALLP_01906,BFLOPMGA_02992,FDBKJOBC_03617,NKLAJGJN_01947,FONGECLK_02725,KCGFLPLG_01939,OLJLFCEF_02327,AABBIEKD_03130,KHFKBGOE_01078,MIHLPIAK_02973,FIKBGKBO_01750
lolD,lolD,Lipoprotein-releasing system ATP-binding protein LolD,HEIJGMMO_03640,GPOEIMLL_02623,IJAHANFD_02351,DILGGDIB_03117,PACOMJFE_02299,DLCGALLP_03611,BFLOPMGA_03754,FDBKJOBC_03095,NKLAJGJN_03475,FONGECLK_02617,KCGFLPLG_03537,OLJLFCEF_00958,AABBIEKD_03849,KHFKBGOE_03790,MIHLPIAK_02370,FIKBGKBO_03000
group_2614,,hypothetical protein,HEIJGMMO_02565,GPOEIMLL_03076,IJAHANFD_03101,DILGGDIB_02398,PACOMJFE_04205,DLCGALLP_02960,BFLOPMGA_03505,FDBKJOBC_03259,NKLAJGJN_02965,FONGECLK_00998,KCGFLPLG_03038,OLJLFCEF_02895,AABBIEKD_04189,KHFKBGOE_03434,MIHLPIAK_04210,FIKBGKBO_02604
ispD,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,HEIJGMMO_01900,GPOEIMLL_02989,IJAHANFD_02507,DILGGDIB_03740,PACOMJFE_03024,DLCGALLP_01086,BFLOPMGA_02299,FDBKJOBC_02821,NKLAJGJN_02367,FONGECLK_02333,KCGFLPLG_02358,OLJLFCEF_02245,AABBIEKD_02623,KHFKBGOE_01957,MIHLPIAK_03011,FIKBGKBO_03921
group_2613,,hypothetical protein,HEIJGMMO_01605,GPOEIMLL_00221,IJAHANFD_02232,DILGGDIB_01547,PACOMJFE_01363,DLCGALLP_01018,BFLOPMGA_01209,FDBKJOBC_02756,NKLAJGJN_02161,FONGECLK_01009,KCGFLPLG_02165,OLJLFCEF_02158,AABBIEKD_00471,KHFKBGOE_02222,MIHLPIAK_01559,FIKBGKBO_01927
upp,upp,Uracil phosphoribosyltransferase,HEIJGMMO_00420,GPOEIMLL_01995,IJAHANFD_00252,DILGGDIB_01166,PACOMJFE_01459,DLCGALLP_00831,BFLOPMGA_01416,FDBKJOBC_00870,NKLAJGJN_00326,FONGECLK_00192,KCGFLPLG_00506,OLJLFCEF_00356,AABBIEKD_01485,KHFKBGOE_01254,MIHLPIAK_01655,FIKBGKBO_02080
ung,ung,Uracil-DNA glycosylase,HEIJGMMO_01684,GPOEIMLL_00113,IJAHANFD_02154,DILGGDIB_00657,PACOMJFE_00837,DLCGALLP_01198,BFLOPMGA_00816,FDBKJOBC_02667,NKLAJGJN_00997,FONGECLK_02143,KCGFLPLG_00881,OLJLFCEF_01799,AABBIEKD_00807,KHFKBGOE_02447,MIHLPIAK_00872,FIKBGKBO_00600
ddpX,ddpX,D-alanyl-D-alanine dipeptidase,HEIJGMMO_03583,GPOEIMLL_01726,IJAHANFD_03893,DILGGDIB_03499,PACOMJFE_02190,DLCGALLP_00420,BFLOPMGA_04006,FDBKJOBC_04143,NKLAJGJN_03687,FONGECLK_01463,KCGFLPLG_03671,OLJLFCEF_01675,AABBIEKD_02329,KHFKBGOE_00649,MIHLPIAK_02252,FIKBGKBO_01644
group_2599,,hypothetical protein,HEIJGMMO_03013,GPOEIMLL_02307,IJAHANFD_02898,DILGGDIB_01394,PACOMJFE_01672,DLCGALLP_04002,BFLOPMGA_02702,FDBKJOBC_02489,NKLAJGJN_01869,FONGECLK_03343,KCGFLPLG_01861,OLJLFCEF_00878,AABBIEKD_00992,KHFKBGOE_03727,MIHLPIAK_01868,FIKBGKBO_03235
group_2597,,hypothetical protein,HEIJGMMO_01691,GPOEIMLL_00102,IJAHANFD_02147,DILGGDIB_00650,PACOMJFE_00844,DLCGALLP_01205,BFLOPMGA_00823,FDBKJOBC_02674,NKLAJGJN_00990,FONGECLK_02150,KCGFLPLG_00888,OLJLFCEF_01864,AABBIEKD_00814,KHFKBGOE_02085,MIHLPIAK_00865,FIKBGKBO_00593
group_2586,,hypothetical protein,HEIJGMMO_03545,GPOEIMLL_03745,IJAHANFD_03869,DILGGDIB_00317,PACOMJFE_02571,DLCGALLP_02284,BFLOPMGA_04182,FDBKJOBC_02901,NKLAJGJN_02529,FONGECLK_03477,KCGFLPLG_02602,OLJLFCEF_04178,AABBIEKD_04089,KHFKBGOE_04204,MIHLPIAK_02655,FIKBGKBO_02517
group_2585,,Pyridoxal phosphate homeostasis protein,HEIJGMMO_01017,GPOEIMLL_01916,IJAHANFD_02741,DILGGDIB_01935,PACOMJFE_00706,DLCGALLP_00625,BFLOPMGA_02460,FDBKJOBC_01654,NKLAJGJN_01184,FONGECLK_02264,KCGFLPLG_01027,OLJLFCEF_02801,AABBIEKD_00573,KHFKBGOE_03173,MIHLPIAK_00624,FIKBGKBO_01862
group_2576,,hypothetical protein,HEIJGMMO_03454,GPOEIMLL_01134,IJAHANFD_03787,DILGGDIB_00091,PACOMJFE_01059,DLCGALLP_02698,BFLOPMGA_03305,FDBKJOBC_04027,NKLAJGJN_00475,FONGECLK_00551,KCGFLPLG_00357,OLJLFCEF_01297,AABBIEKD_00379,KHFKBGOE_02549,MIHLPIAK_01254,FIKBGKBO_00135
truC,truC,tRNA pseudouridine synthase C,HEIJGMMO_03167,GPOEIMLL_03393,IJAHANFD_03571,DILGGDIB_03375,PACOMJFE_00395,DLCGALLP_01363,BFLOPMGA_01805,FDBKJOBC_03715,NKLAJGJN_02811,FONGECLK_00338,KCGFLPLG_02959,OLJLFCEF_03720,AABBIEKD_00158,KHFKBGOE_02606,MIHLPIAK_00391,FIKBGKBO_00671
yknY_6,yknY_6,putative ABC transporter ATP-binding protein YknY,HEIJGMMO_03095,GPOEIMLL_00398,IJAHANFD_03498,DILGGDIB_01870,PACOMJFE_00219,DLCGALLP_01530,BFLOPMGA_02144,FDBKJOBC_03625,NKLAJGJN_02056,FONGECLK_00035,KCGFLPLG_02047,OLJLFCEF_00178,AABBIEKD_01634,KHFKBGOE_00158,MIHLPIAK_00218,FIKBGKBO_00423
group_2575,clpP_2,ATP-dependent Clp protease proteolytic subunit,HEIJGMMO_03053,GPOEIMLL_00853,IJAHANFD_00435,DILGGDIB_02683,PACOMJFE_00346,DLCGALLP_01405,BFLOPMGA_01755,FDBKJOBC_03339,NKLAJGJN_02877,FONGECLK_00258,KCGFLPLG_02893,OLJLFCEF_03315,AABBIEKD_00223,KHFKBGOE_04169,MIHLPIAK_00345,FIKBGKBO_03114
group_2574,,hypothetical protein,HEIJGMMO_02570,GPOEIMLL_03082,IJAHANFD_03106,DILGGDIB_02393,PACOMJFE_04200,DLCGALLP_02965,BFLOPMGA_03510,FDBKJOBC_03254,NKLAJGJN_02970,FONGECLK_01003,KCGFLPLG_03043,OLJLFCEF_02890,AABBIEKD_04184,KHFKBGOE_03429,MIHLPIAK_04205,FIKBGKBO_02599
queC,queC,7-cyano-7-deazaguanine synthase,HEIJGMMO_01221,GPOEIMLL_00486,IJAHANFD_01911,DILGGDIB_00456,PACOMJFE_00116,DLCGALLP_02264,BFLOPMGA_03767,FDBKJOBC_01857,NKLAJGJN_01610,FONGECLK_01126,KCGFLPLG_01456,OLJLFCEF_00280,AABBIEKD_01871,KHFKBGOE_00072,MIHLPIAK_00115,FIKBGKBO_00308
nqrC,nqrC,Na(+)-translocating NADH-quinone reductase subunit C,HEIJGMMO_03632,GPOEIMLL_02215,IJAHANFD_03333,DILGGDIB_01483,PACOMJFE_03197,DLCGALLP_03095,BFLOPMGA_03624,FDBKJOBC_04223,NKLAJGJN_01781,FONGECLK_03740,KCGFLPLG_01773,OLJLFCEF_03982,AABBIEKD_00906,KHFKBGOE_04131,MIHLPIAK_03209,FIKBGKBO_02427
trmD,trmD,tRNA (guanine-N(1)-)-methyltransferase,HEIJGMMO_02997,GPOEIMLL_02290,IJAHANFD_02882,DILGGDIB_01410,PACOMJFE_01688,DLCGALLP_03984,BFLOPMGA_02685,FDBKJOBC_02505,NKLAJGJN_01853,FONGECLK_03327,KCGFLPLG_01845,OLJLFCEF_00861,AABBIEKD_00976,KHFKBGOE_03711,MIHLPIAK_01884,FIKBGKBO_03219
yknY_4,yknY_4,putative ABC transporter ATP-binding protein YknY,HEIJGMMO_02714,GPOEIMLL_03289,IJAHANFD_03221,DILGGDIB_03660,PACOMJFE_01560,DLCGALLP_02994,BFLOPMGA_02209,FDBKJOBC_02433,NKLAJGJN_03824,FONGECLK_03142,KCGFLPLG_03821,OLJLFCEF_03190,AABBIEKD_01028,KHFKBGOE_03046,MIHLPIAK_01756,FIKBGKBO_03301
group_2568,,hypothetical protein,HEIJGMMO_01358,GPOEIMLL_00640,IJAHANFD_00891,DILGGDIB_02194,PACOMJFE_01874,DLCGALLP_01681,BFLOPMGA_00727,FDBKJOBC_00547,NKLAJGJN_02296,FONGECLK_01574,KCGFLPLG_02213,OLJLFCEF_00679,AABBIEKD_02170,KHFKBGOE_00356,MIHLPIAK_01019,FIKBGKBO_00893
